team, auto_charge_station_points, auto_grid_points, cube_points, cone_points, endgame_charge_station_points, total,norm_a_c_s_p,norm_a_g_p,norm_c_p,norm_co_p,norm_eg_p
8426,6.41,6.67,11.55,14.95,8.84,49.31,0.6944745395,0.4717114569,0.5798192771,0.4604250077,0.7434819176
8711,4.54,5.04,9.27,5.09,1.57,23.33,0.4918743229,0.3564356436,0.4653614458,0.1567600862,0.1320437342
8739,5.06,3.67,4.99,8.88,6.46,29.85,0.548212351,0.2595473833,0.250502008,0.2734832153,0.543313709
9015,6.17,5.25,8.19,9.09,7.8,36.89,0.6684723727,0.3712871287,0.4111445783,0.2799507237,0.6560134567
9016,4.29,5.94,9.39,7.08,3.69,29.84,0.4647887324,0.4200848656,0.4713855422,0.2180474284,0.3103448276
9019,3.75,-0.22,3.11,1.49,3.36,12.7,0.406283857,-0.01555869873,0.156124498,0.04588851247,0.2825904121
9085,4.56,3.03,7.22,3.02,4.47,20.59,0.4940411701,0.2142857143,0.3624497992,0.09300893132,0.3759461733
9153,0.74,0.92,3.64,4.56,4.04,15.44,0.08017334778,0.06506364922,0.1827309237,0.1404373268,0.3397813288
9168,5.24,2.62,7.59,4,5.43,25.11,0.5677139762,0.1852899576,0.3810240964,0.1231906375,0.456686291
9219,4.46,2.96,8.62,5.24,4.76,25.62,0.4832069339,0.2093352192,0.4327309237,0.1613797351,0.4003364172
4143,7.05,9.46,12.03,21.3,10.59,63.86,0.7638136511,0.6690240453,0.6039156627,0.6559901447,0.8906644239
3940,6.49,5.63,11.96,18.21,6.96,55.55,0.7031419285,0.3981612447,0.6004016064,0.5608253773,0.5853658537
4329,6.94,6.79,9.84,13.86,9.66,50.19,0.7518959913,0.4801980198,0.4939759036,0.426855559,0.8124474348
3039,5.98,10.28,13.22,20.73,7.82,63.33,0.6478873239,0.7270155587,0.6636546185,0.6384354789,0.6576955425
900,8.33,6.74,11.31,15.98,8.63,54.48,0.9024918743,0.4766619519,0.5677710843,0.4921465969,0.7258200168
1156,8.26,3.99,8.19,13.56,7.96,45.17,0.894907909,0.2821782178,0.4111445783,0.4176162612,0.669470143
2992,7.26,7.14,10.2,19.36,8.42,56.75,0.7865655471,0.504950495,0.5120481928,0.5962426856,0.7081581161
4522,5.31,9.74,14.08,24.5,11.41,68.82,0.5752979415,0.6888260255,0.7068273092,0.7545426548,0.9596299411
494,8.11,8.77,11.52,22.18,8.41,62.3,0.8786565547,0.6202263083,0.578313253,0.683092085,0.7073170732
5665,6.4,5.87,9.4,7.48,9.7,39.32,0.6933911159,0.4151343706,0.4718875502,0.2303664921,0.8158116064
1023,5.94,4.71,9.54,15.53,7.91,50.83,0.6435536295,0.3330975955,0.4789156627,0.4782876501,0.6652649285
11,7.09,8.03,12.19,16.4,7.97,54.95,0.7681473456,0.5678925035,0.6119477912,0.5050816138,0.6703111859
1123,3.1,8.52,13.1,16.12,7.2,51.49,0.3358613218,0.6025459689,0.6576305221,0.4964582692,0.6055508831
1466,8.93,6.99,9.69,12.94,7.3,47.62,0.9674972914,0.4943422914,0.4864457831,0.3985217123,0.613961312
1468,3.66,6.23,9.2,21.27,8.97,52.06,0.3965330444,0.4405940594,0.4618473896,0.655066215,0.7544154752
1501,6.85,8.4,9.81,19.18,7.5,53.32,0.7421451788,0.5940594059,0.4924698795,0.5906991069,0.6307821699
1538,6.29,9.08,9.6,25,8.99,65.02,0.6814734561,0.6421499293,0.4819277108,0.7699414844,0.756097561
1629,7.01,7.53,10.83,16.68,5.8,49.17,0.7594799567,0.5325318246,0.5436746988,0.5137049584,0.487804878
1746,5.49,7.54,12.99,18.66,8.93,58.27,0.5947995666,0.5332390382,0.6521084337,0.574684324,0.7510513036
1757,6.51,8.5,10.53,20.97,9.79,59.11,0.7053087757,0.6011315417,0.5286144578,0.6458269172,0.8233809924
177,5.08,6.07,12.02,20.81,8.44,58.35,0.5503791983,0.4292786421,0.6034136546,0.6408992917,0.7098402019
179,4.76,5.85,9.28,23.64,6.98,56.15,0.5157096425,0.4137199434,0.4658634538,0.7280566677,0.5870479394
1816,8.14,6.05,7.6,14.78,6.14,43.28,0.8819068256,0.427864215,0.3815261044,0.4551894056,0.5164003364
1836,6.58,4.21,10.17,3.53,7.43,35.28,0.7128927411,0.2977369165,0.5105421687,0.1087157376,0.6248948696
195,7.18,8.63,12.56,23.75,7.79,65.82,0.7778981582,0.6103253182,0.6305220884,0.7314444102,0.6551724138
2642,7.68,7.5,11.77,18.05,8.01,55.96,0.8320693391,0.5304101839,0.5908634538,0.5558977518,0.6736753574
2960,6.18,6.52,10.02,12.09,4.81,40.33,0.6695557963,0.4611032532,0.5030120482,0.3723437019,0.4045416316
3003,7.11,5.77,6.07,15.59,8.13,42.5,0.7703141928,0.4080622348,0.3047188755,0.4801355097,0.6837678722
3161,5.36,5.6,9.69,14.61,6.81,47.35,0.5807150596,0.396039604,0.4864457831,0.4499538035,0.5727502103
3184,7.02,8.44,10.77,23.37,6.61,59.97,0.7605633803,0.5968882603,0.5406626506,0.7197412997,0.5559293524
3218,5.58,8.83,15.1,17.35,11.89,60.96,0.6045503792,0.6244695898,0.7580321285,0.5343393902,1
3478,8.18,4.96,8.49,17.79,8.25,52.1,0.88624052,0.3507779349,0.4262048193,0.5478903603,0.6938603869
3538,7.48,7.79,11.75,27.02,10.57,72.21,0.8104008667,0.5509193777,0.5898594378,0.8321527564,0.8889823381
3572,4.19,5.57,12.09,13.08,8.71,46.51,0.4539544962,0.3939179632,0.6069277108,0.4028333847,0.73254836
3767,7.18,6,9.75,15.47,7.13,47.68,0.7778981582,0.4243281471,0.4894578313,0.4764397906,0.5996635828
3932,3.54,5.12,9.35,16.42,6.6,45.48,0.383531961,0.3620933522,0.46937751,0.505697567,0.5550883095
4069,4.7,8.18,9.2,19.22,7.92,50.17,0.5092091008,0.5785007072,0.4618473896,0.5919310132,0.6661059714
4099,3.85,7.58,11.81,14.48,7.7,47.73,0.4171180932,0.5360678925,0.5928714859,0.4459501078,0.6476030278
4112,4.38,3.75,5.53,7.56,7.61,29.29,0.474539545,0.2652050919,0.2776104418,0.2328303049,0.6400336417
4145,4.8,4.62,9.42,18.28,7.95,49.67,0.5200433369,0.3267326733,0.4728915663,0.5629812134,0.6686291001
4419,6,4.84,10.26,13.52,6.41,43.98,0.6500541712,0.342291372,0.515060241,0.4163843548,0.5391084945
4663,5.82,4.71,7.69,14.69,7.39,41.36,0.630552546,0.3330975955,0.3860441767,0.4524176163,0.6215306981
4905,5.57,6.07,8.13,11.24,7.72,38.4,0.6034669556,0.4292786421,0.4081325301,0.3461656914,0.6492851135
4909,6.66,8.28,10.39,19.65,8.97,57.41,0.72156013,0.585572843,0.5215863454,0.6051740068,0.7544154752
4944,6.11,5.63,9.23,14.99,8.29,45.39,0.661971831,0.3981612447,0.4633534137,0.4616569141,0.6972245585
5006,4.83,5.44,10.34,15.37,8.69,48.24,0.5232936078,0.3847241867,0.5190763052,0.4733600246,0.7308662742
503,5.28,6.91,13,12.27,8.67,48.25,0.5720476706,0.4886845827,0.6526104418,0.3778872806,0.7291841884
5135,6.05,6.82,9.95,16.22,9.35,51.64,0.6554712893,0.4823196605,0.499497992,0.4995380351,0.7863751051
5172,1.92,2.28,9.96,6.55,8.89,33.86,0.2080173348,0.1612446959,0.5,0.2017246689,0.747687132
5274,6.96,2.92,9.37,7.32,7.72,37.46,0.7540628386,0.2065063649,0.4703815261,0.2254388666,0.6492851135
5338,3.85,4.43,7.42,17.81,4.44,41.09,0.4171180932,0.3132956153,0.3724899598,0.5485063135,0.3734230446
5553,3.13,2.36,9.34,5,6.54,29.02,0.3391115926,0.1669024045,0.468875502,0.1539882969,0.5500420521
5804,8.3,6.84,11.85,18.33,8.5,58.7,0.8992416035,0.4837340877,0.5948795181,0.5645210964,0.7148864592
5990,5.59,8.55,11.64,17.94,4.78,50.75,0.6056338028,0.6046676096,0.5843373494,0.5525100092,0.4020185029
6431,2.21,0.26,4.29,-1.55,2.32,5.13,0.2394366197,0.01838755304,0.2153614458,-0.04773637204,0.1951219512
6606,4.92,-0.59,4.85,2.57,3.52,18.06,0.5330444204,-0.04172560113,0.2434738956,0.0791499846,0.2960470984
6657,4.21,3.36,10.95,4.47,6.02,31.61,0.4561213434,0.2376237624,0.5496987952,0.1376655374,0.5063078217
6817,4.52,3.5,4.86,3.05,5.2,18.85,0.4897074756,0.2475247525,0.2439759036,0.0939328611,0.4373423045
6909,3.78,4.01,6.28,2.84,3.84,19.34,0.4095341278,0.283592645,0.3152610442,0.08746535263,0.322960471
7072,6.73,3.93,10.53,5.16,8.13,35.25,0.7291440953,0.2779349364,0.5286144578,0.1589159224,0.6837678722
7285,7.66,6.79,9.9,18.57,6.34,53.74,0.8299024919,0.4801980198,0.4969879518,0.5719125346,0.5332211943
7428,4.53,4.71,8.62,6.05,4.61,28.19,0.4907908992,0.3330975955,0.4327309237,0.1863258392,0.3877207738
7617,8.35,5.04,9.86,17.75,6.18,52.4,0.9046587216,0.3564356436,0.4949799197,0.546658454,0.519764508
8015,2.24,2.35,4.86,2.42,4.11,16.13,0.2426868906,0.1661951909,0.2439759036,0.07453033569,0.3456686291
8016,2.16,3.77,7.54,9.71,4.05,29.58,0.2340195016,0.2666195191,0.3785140562,0.2990452726,0.3406223717
857,4.92,8.66,9.24,20.08,7.54,51.92,0.5330444204,0.612446959,0.4638554217,0.6184170003,0.6341463415
8592,6.12,9.19,13.96,18.89,5.96,57.47,0.6630552546,0.6499292786,0.7008032129,0.5817677856,0.5012615643
8717,3.15,4.64,9.82,4.74,4.03,26.15,0.3412784399,0.3281471004,0.4929718876,0.1459809055,0.338940286
8808,5.59,3.69,11.68,6.82,6.89,35.1,0.6056338028,0.2609618105,0.5863453815,0.210040037,0.5794785534
8847,4.75,3.09,12.01,5.03,8.71,38.21,0.5146262189,0.2185289958,0.6029116466,0.1549122267,0.73254836
9023,3.9,5.65,8.5,5.35,5.48,27.09,0.4225352113,0.3995756719,0.4267068273,0.1647674777,0.4608915055
9030,1.68,2.58,9.24,3.95,4.47,22.53,0.1820151679,0.1824611033,0.4638554217,0.1216507545,0.3759461733
9062,4.89,2.34,5.8,1.81,4.15,19.24,0.5297941495,0.1654879774,0.2911646586,0.05574376347,0.3490328007
9084,7.45,4.87,11.07,12.91,8.64,49.91,0.8071505959,0.3444130127,0.5557228916,0.3975977826,0.7266610597
9126,2.74,3.74,9.37,4.14,4.56,22.72,0.2968580715,0.2644978784,0.4703815261,0.1275023098,0.3835155593
9140,8.16,5.48,9.82,15.21,6.65,47.83,0.8840736728,0.387553041,0.4929718876,0.4684323991,0.559293524
955,4.53,7.86,9.82,19.48,8.78,53.27,0.4907908992,0.5558698727,0.4929718876,0.5999384047,0.7384356602
2056,6.51,12.79,14.7,32.47,8.14,83.66,0.7053087757,0.9045261669,0.7379518072,1,0.6846089151
118,8.15,9.62,12.28,21.76,9.99,67.78,0.8829902492,0.6803394625,0.6164658635,0.6701570681,0.8402018503
2607,4.77,6.12,15.53,11.93,9.54,53.01,0.5167930661,0.43281471,0.7796184739,0.3674160764,0.8023549201
254,7.05,11.58,16.87,25.25,9.3,77.18,0.7638136511,0.8189533239,0.8468875502,0.7776408993,0.7821698907
111,7.55,11.31,14.07,25.09,9.35,70.79,0.8179848321,0.7998585573,0.7063253012,0.7727132738,0.7863751051
624,6.65,9.17,13.33,19.35,10.42,63.31,0.7204767064,0.6485148515,0.6691767068,0.595934709,0.8763666947
8085,5.06,6.4,11.43,19.03,8.22,56.53,0.548212351,0.4526166902,0.5737951807,0.586079458,0.6913372582
2468,9.23,10.75,15.85,20.9,8.06,72.28,1,0.7602545969,0.7956827309,0.643671081,0.6778805719
1102,6.27,8.15,13.7,16.36,6.7,55.8,0.6793066089,0.5763790665,0.687751004,0.5038497074,0.5634987384
2687,6.13,7.83,13.11,19.11,7.3,61.25,0.6641386782,0.553748232,0.6581325301,0.5885432707,0.613961312
1189,6.93,8.08,8.8,18.97,7.84,51.94,0.7508125677,0.5714285714,0.4417670683,0.5842315984,0.6593776283
120,7.02,4.54,8.6,12.02,8.93,44.94,0.7605633803,0.3210749646,0.4317269076,0.3701878657,0.7510513036
1481,6.15,6.38,11.81,11.7,8.52,46.11,0.6663055255,0.4512022631,0.5928714859,0.3603326147,0.716568545
1561,4.92,6.11,18.35,6.71,8.69,50.35,0.5330444204,0.4321074965,0.921184739,0.2066522944,0.7308662742
1574,5.44,9,11.58,17.99,7.89,55.25,0.5893824485,0.6364922207,0.5813253012,0.5540498922,0.6635828427
1577,4.83,8.08,15.75,24.06,9.72,72.31,0.5232936078,0.5714285714,0.7906626506,0.7409916846,0.8174936922
1619,7.83,9.04,13.07,21.91,8.7,65.71,0.8483206934,0.639321075,0.656124498,0.674776717,0.7317073171
1700,5.13,2.42,3.75,12.53,5.02,35.68,0.5557963164,0.171145686,0.188253012,0.385894672,0.4222035324
1768,5.75,8.99,13.81,20.91,8.31,63.34,0.6229685807,0.6357850071,0.6932730924,0.6439790576,0.6989066442
1884,3.22,2.57,6.82,6.62,4.99,25.46,0.3488624052,0.1817538897,0.3423694779,0.2038805051,0.4196804037
2106,4.83,6.82,9.37,15.86,8.6,46.6,0.5232936078,0.4823196605,0.4703815261,0.4884508777,0.7232968881
2202,6.57,3.92,9.2,9.94,9.76,45.41,0.7118093174,0.2772277228,0.4618473896,0.3061287342,0.8208578638
2220,5.37,5.64,13.87,6,6.15,38.25,0.5817984832,0.3988684583,0.6962851406,0.1847859563,0.5172413793
2457,5.41,3.43,8.33,5.09,8.74,32.75,0.5861321777,0.2425742574,0.4181726908,0.1567600862,0.7350714886
2506,4.75,5.79,7.07,9.42,6.9,33.11,0.5146262189,0.409476662,0.3549196787,0.2901139513,0.5803195963
2582,4.36,7.72,10.13,18,9.66,52.13,0.4723726977,0.5459688826,0.5085341365,0.5543578688,0.8124474348
27,4.18,6.9,10.41,18.29,8.41,49.7,0.4528710726,0.4879773692,0.5225903614,0.56328919,0.7073170732
2847,7.96,7.6,10.52,15.14,5.13,45.96,0.8624052004,0.5374823197,0.5281124498,0.466276563,0.4314550042
2875,4,4.68,8.5,12.46,7.04,37.15,0.4333694475,0.3309759547,0.4267068273,0.3837388358,0.5920941968
2905,3.65,1.03,5.78,1.44,5.33,18.33,0.3954496208,0.07284299859,0.2901606426,0.0443486295,0.4482758621
3015,5.58,8.95,11.83,22.48,8.69,61.16,0.6045503792,0.6329561528,0.593875502,0.6923313828,0.7308662742
3061,5.97,5.7,11.93,12.23,9.64,50.82,0.6468039003,0.4031117397,0.5988955823,0.3766553742,0.810765349
3130,4.45,5.18,11.97,7.78,6.23,39.4,0.4821235103,0.3663366337,0.6009036145,0.23960579,0.5239697225
3142,7.46,5.02,11.12,8.14,7.29,43.75,0.8082340195,0.3550212164,0.5582329317,0.2506929473,0.6131202691
324,4.69,5.26,9.99,17.53,9.11,52.08,0.5081256771,0.3719943423,0.5015060241,0.5398829689,0.7661900757
3256,4.34,3.68,4.91,8.56,4.4,25.71,0.4702058505,0.2602545969,0.2464859438,0.2636279643,0.370058873
33,6.4,8.96,14.1,18.35,8.63,61.15,0.6933911159,0.6336633663,0.7078313253,0.5651370496,0.7258200168
3322,7.02,4.55,7.3,11.11,8.95,42.61,0.7605633803,0.3217821782,0.3664658635,0.3421619957,0.7527333894
3459,3.39,2.92,6.62,3.94,4.51,21.58,0.3672806067,0.2065063649,0.3323293173,0.1213427779,0.3793103448
3663,6.76,7.07,11.53,18.73,8.29,57.09,0.7323943662,0.5,0.578815261,0.5768401601,0.6972245585
4,4.56,4.47,6.37,8.83,7.29,33.69,0.4940411701,0.3161244696,0.3197791165,0.2719433323,0.6131202691
4028,7.11,10.66,14.38,21.23,9.69,68.69,0.7703141928,0.7538896747,0.7218875502,0.6538343086,0.8149705635
4362,5.92,9.52,13.66,20.36,7.42,61.25,0.6413867822,0.6732673267,0.6857429719,0.6270403449,0.6240538267
4373,7.82,9.27,11.27,15.98,6.8,51.12,0.8472372698,0.6555869873,0.5657630522,0.4921465969,0.5719091674
4476,7.55,6.77,11.61,16.82,8.81,55.01,0.8179848321,0.4787835926,0.5828313253,0.5180166307,0.7409587889
4598,2.76,4.93,9.24,7.12,6.82,29.35,0.2990249187,0.3486562942,0.4638554217,0.2192793348,0.5735912532
4903,7.66,7.59,11.71,20.08,6.42,58.49,0.8299024919,0.5367751061,0.5878514056,0.6184170003,0.5399495374
5045,2.86,1.79,4.25,1.51,1.88,11.52,0.3098591549,0.1265912306,0.2133534137,0.04650446566,0.1581160639
5232,5.73,2.36,6.66,20.2,10.59,52.82,0.6208017335,0.1669024045,0.3343373494,0.6221127194,0.8906644239
548,5.13,5.29,8.55,15.36,8.04,46.51,0.5557963164,0.374115983,0.4292168675,0.473052048,0.6761984861
5635,5.84,6.12,8.01,9.05,7.2,36.09,0.6327193933,0.43281471,0.4021084337,0.2787188174,0.6055508831
5809,1.47,4.43,6.58,10.76,6.17,29.64,0.1592632719,0.3132956153,0.3303212851,0.3313828149,0.5189234651
5993,2.13,5.83,8.23,7.56,3.38,23.63,0.2307692308,0.4123055163,0.4131526104,0.2328303049,0.2842724979
6002,5.87,8.48,11.25,14.41,8.36,51.22,0.6359696641,0.5997171146,0.5647590361,0.4437942716,0.7031118587
6036,5.1,11.41,18,24.14,7.77,73.67,0.5525460455,0.8069306931,0.9036144578,0.7434554974,0.653490328
6078,6.17,6.32,11.07,17.21,6.02,50.82,0.6684723727,0.4469589816,0.5557228916,0.5300277179,0.5063078217
6328,7.14,14.14,13.18,21.93,5.78,60.18,0.7735644637,1,0.6616465863,0.6753926702,0.4861227923
687,6.58,7.08,10.51,20.94,8.35,58.67,0.7128927411,0.5007072136,0.5276104418,0.6449029874,0.7022708158
70,6.58,8.49,11.15,20.12,10.53,58.7,0.7128927411,0.6004243281,0.5597389558,0.6196489067,0.8856181665
7174,7.26,6.1,8.66,13.69,8.91,46.78,0.7865655471,0.4314002829,0.4347389558,0.4216199569,0.7493692178
7211,6.14,10.33,11.34,19.88,7.34,55.99,0.6652221018,0.7305516266,0.5692771084,0.6122574684,0.6173254836
7444,5.78,6.19,10.31,11.01,6.81,39.19,0.6262188516,0.4377652051,0.5175702811,0.3390822298,0.5727502103
7563,4.89,5.39,7.05,14.99,8.39,41.78,0.5297941495,0.3811881188,0.3539156627,0.4616569141,0.7056349874
78,8.71,6.69,9.17,16.15,9.81,53.55,0.9436619718,0.473125884,0.4603413655,0.497382199,0.8250630782
8159,4.07,2.92,6.03,5.35,5.01,22.68,0.4409534128,0.2065063649,0.3027108434,0.1647674777,0.4213624895
834,6.66,8.02,12.45,14.35,7.41,50.66,0.72156013,0.56718529,0.625,0.4419464121,0.6232127839
862,5.6,5.68,11.5,14.68,9.74,50.22,0.6067172264,0.4016973126,0.5773092369,0.4521096397,0.819175778
8724,6.03,8.27,9.44,18.11,7.53,50.58,0.653304442,0.5848656294,0.4738955823,0.5577456113,0.6333052986
8729,6.82,3.6,9.53,3.48,7.62,31.57,0.7388949079,0.2545968883,0.4784136546,0.1071758546,0.6408746846
9038,3.77,5.52,6.93,14.94,4,37.82,0.4084507042,0.3903818953,0.3478915663,0.4601170311,0.3364171573
9059,4.85,1.44,2.85,4.14,3.82,17.49,0.525460455,0.1018387553,0.1430722892,0.1275023098,0.3212783852
9067,6.39,5.18,7.3,7.07,6.5,32.4,0.6923076923,0.3663366337,0.3664658635,0.2177394518,0.5466778806
9101,8.23,1.79,11.97,3.91,7.73,40.23,0.8916576381,0.1265912306,0.6009036145,0.1204188482,0.6501261564
9134,4.63,4.49,5.41,8.11,5.72,26.43,0.5016251354,0.3175388967,0.2715863454,0.2497690176,0.4810765349
9148,3.12,1.83,3.87,6.43,2.91,17.91,0.338028169,0.1294200849,0.1942771084,0.1980289498,0.2447434819
9180,2.94,3.35,9.18,0.15,7.87,23.62,0.3185265439,0.2369165488,0.4608433735,0.004619648907,0.6619007569
972,5.18,9.22,14.09,19.92,8.17,62.89,0.5612134345,0.6520509194,0.7073293173,0.6134893748,0.6871320437
