red_1,red_2,red_3,blue_1,blue_2,blue_3,win
192,972,9504,2035,987,8546,blue
9470,3189,2288,6918,2367,9114,red
6348,3008,253,100,7413,5104,blue
5027,604,3256,4990,5026,1351,red
6238,2813,2473,1678,841,9125,blue
3859,6918,8404,5104,670,192,red
5026,9470,987,4990,3309,3008,red
2073,6884,1967,3189,3256,7413,blue
1868,1678,2288,5027,7419,6348,red
972,1967,2288,192,581,3309,blue
6238,100,668,2473,2035,604,blue
8546,972,9125,9114,8048,841,blue
253,581,2367,2813,1351,9504,red
2288,3309,6918,100,1868,2073,blue
5104,7419,3008,192,3189,604,blue
2813,668,987,1351,3859,8546,red
9504,670,1678,3256,9125,9470,red
2035,841,581,4990,253,9114,red
8048,6238,6884,8404,5026,1967,blue
972,5027,7413,2367,6348,2473,blue
8048,670,5027,3008,2813,604,blue
604,9504,3309,2073,3859,3189,red
581,987,9114,6918,5026,670,red
2288,2473,4990,1967,8048,9125,red
253,9470,1678,5027,6884,192,red
1351,6238,5104,7419,668,972,blue
841,100,6348,2367,3256,8404,red
7413,2035,3008,8546,2813,1868,blue
668,4990,1678,3189,6918,972,red
3309,6348,3859,581,5027,9504,blue
2473,9114,1967,987,2367,5104,tie
3859,100,3256,1868,987,3189,red
3008,8546,9470,6238,2288,7419,blue
7413,8404,670,9125,1351,100,red
3256,1868,6884,604,253,8048,red
5026,192,2035,841,2073,2813,blue
5104,5027,4990,6238,8404,972,blue
604,3859,668,9114,7413,2288,blue
987,1351,8048,9470,841,1868,blue
7419,3309,5026,3256,253,2473,blue
1967,3008,6918,9504,6348,2035,blue
670,2073,581,8546,1678,2367,red
7413,1678,6238,9470,9114,9504,red
2813,9125,192,6884,3189,100,blue
1967,5027,987,3859,5104,253,red
9470,6918,7413,3256,581,972,blue
2367,2073,604,9125,1868,3008,blue
8546,4990,6238,670,2813,3309,blue
3189,9504,2473,2288,8404,841,blue
2035,1351,6884,9114,1678,100,blue
8048,7419,192,5026,6348,668,red
8404,9125,581,253,668,5027,red
972,5104,2813,2288,3256,2073,blue
1967,1868,1351,2813,5026,668,blue
8048,581,1678,604,9470,3256,red
668,5026,2813,100,972,2073,blue
3256,9470,604,100,972,2073,red
8048,581,1678,2813,5026,668,red
2473,8404,670,100,972,2073,blue
987,841,192,1351,1868,1967,blue
3256,9470,604,2367,2288,7419,red
668,5026,2813,670,8404,2473,red
987,841,192,2367,2288,7419,blue
8048,581,1678,100,972,2073,red
1967,1868,1351,604,9470,3256,blue
2073,972,100,2367,2288,7419,red
3647,4481,9452,498,2102,3128,red
3647,4481,9452,498,2102,3128,red
3647,4481,9452,498,2102,3128,null
4,3863,1159,9452,3328,2485,blue
980,8020,9452,8891,4481,3512,blue
9635,2429,2839,1148,4,9505,red
4201,4415,3328,696,2658,1572,blue
5419,6658,3759,1165,6036,3128,blue
9408,1197,3647,1159,6764,973,red
4414,4501,3473,9520,5199,3863,red
2710,7777,8006,2102,7157,4322,blue
3255,9635,5137,9538,3328,498,red
1159,1197,3512,6658,4201,9505,blue
2658,9408,5124,2429,4481,9520,blue
5199,3759,696,3512,3255,5124,red
3759,4322,2839,8119,3863,3647,blue
9538,4,7157,980,5419,4501,blue
1148,696,2710,8006,5137,5199,blue
6036,9452,7777,498,4414,4415,blue
3128,3255,1572,973,2543,8020,blue
3473,2102,1165,8891,6764,2485,blue
3863,3328,6658,9408,1148,8006,blue
3647,4322,9635,9452,696,9520,red
4201,2839,498,8020,5199,4501,red
2485,9505,1165,7157,973,2658,blue
4414,1165,8891,1197,1572,9635,blue
980,8119,3255,2710,1197,6036,blue
3512,6764,3759,5419,1572,2429,blue
5124,1159,3128,2102,4415,9538,blue
3473,2543,8891,4414,4,5137,blue
4481,1165,980,7777,4201,8119,blue
6764,5419,9452,2839,2710,2658,red
8020,5124,6036,3863,7157,9635,red
3647,4501,5137,9505,9408,3128,red
8006,8891,9538,3512,4415,2429,blue
1572,1159,3473,3255,7777,1148,blue
8119,9408,2102,8020,7157,5419,red
1197,498,2543,3328,696,2102,red
973,4414,5199,4322,4481,4,red
6658,9520,2710,3759,2485,9538,red
9505,9452,3255,1165,8006,5124,red
7777,2658,5419,8891,3863,696,red
7157,5199,1197,2543,3128,2429,red
2485,2839,4481,3328,4322,3512,red
1572,980,4,498,6658,9408,red
5137,1159,4201,6036,9520,973,blue
1148,3647,6764,2102,8020,4414,blue
9520,980,9505,4415,1148,2543,blue
4415,9635,4501,3759,8119,3473,red
2658,8006,4322,1197,5124,980,blue
9520,8891,1572,2839,6036,7157,blue
6764,9538,8020,696,9505,7777,blue
5199,4201,2485,9635,3759,9408,red
8119,3512,9452,3473,973,1148,blue
2543,1165,2710,498,4501,1159,red
2429,3647,4414,5419,5137,3328,red
4481,2102,3863,4415,6658,3255,red
4,8006,6764,3128,9520,8119,blue
9538,6036,4481,3647,3473,8006,red
7777,9538,9408,9452,2543,3759,red
9505,973,3328,5199,2710,8891,blue
4322,8020,4415,6658,5137,1165,blue
4501,3512,2102,9635,2658,6036,blue
7157,2429,980,3255,4414,1159,blue
2485,498,1148,4481,5419,4201,blue
696,3128,1197,3863,3473,2839,red
5124,1572,4415,2710,3647,4,blue
2658,8119,8020,1159,9538,5199,blue
5137,498,973,8006,3759,7157,blue
973,2429,6658,4501,2839,7777,red
3328,9635,4481,3128,980,6764,red
4,3512,9520,1165,7777,1197,red
2839,3255,696,9408,2485,4414,blue
2429,9452,3863,1572,2102,4201,blue
4501,1148,6658,5124,8891,3647,blue
6036,3473,5419,2543,9505,4322,red
4201,3128,2658,4322,2710,498,red
5137,2485,2543,6764,5124,8119,red
8119,973,9408,2485,7157,4,blue
1572,6036,4414,9452,4481,3647,blue
4,7157,2485,498,2102,3128,blue
1572,6036,4414,498,2102,3128,blue
1572,6036,4414,4415,3255,5199,red
3128,2102,498,2485,7157,4,red
3647,4481,9452,1148,696,1197,red
5419,4201,2710,9408,973,8119,blue
5199,3255,4415,2485,7157,4,blue
1197,696,1148,4201,5137,5419,red
1572,6036,4414,498,2102,3128,red
3647,4481,9452,9408,973,8119,red
3128,2102,498,1148,1197,696,red
1982,1706,4522,4646,7662,1987,red
1982,1706,4522,4646,7662,1987,red
1982,1706,4522,4646,7662,1987,null
9428,1987,5098,4455,4646,9126,blue
2457,4646,9428,1208,5442,6391,blue
1785,1987,5013,1997,9031,7747,red
5968,6420,2502,5801,4766,7662,blue
4455,167,1982,5098,5141,4522,blue
4593,5312,6391,2718,3931,2457,blue
1723,1208,1997,9031,1706,5809,blue
9126,1987,4550,4766,9428,2502,red
7662,5013,3928,3729,5968,6823,red
4646,6420,5801,7747,5442,1785,red
9031,5312,167,5809,4455,1208,blue
4766,1706,1723,5312,6420,3931,red
6391,1997,5141,4522,2502,1987,blue
1982,5013,4766,1706,3928,2457,blue
4550,3729,3931,6420,1785,9126,blue
2718,4646,5098,6823,7747,7662,red
4593,5801,5968,9428,1723,5442,red
1987,1997,4455,3928,4766,6391,blue
4522,3729,1706,1208,4550,6420,red
6823,2457,1785,2502,5098,1982,blue
4646,4593,5442,5013,7747,5312,red
5968,5809,167,9126,2718,5801,blue
4550,4522,2718,3928,1982,4593,red
5141,1723,3931,9428,7662,9031,red
2457,6391,1987,5098,4550,6420,red
2502,5442,3928,3729,4766,4455,blue
1997,1785,5312,7747,1706,4593,blue
5013,9428,4522,6823,167,1723,red
1208,9126,9031,5968,7662,2718,tie
3931,5801,5809,5141,1982,4646,red
3729,5442,6420,5098,2457,1997,red
4455,1723,5312,167,1987,4593,blue
3928,1208,7747,9126,9428,1706,blue
5809,6391,7747,7662,167,3729,tie
1785,4550,5141,5809,5013,2718,blue
9031,4522,1982,5968,4646,4766,red
5801,6823,6391,7662,2502,3931,red
167,9126,5442,1987,6420,1706,blue
7747,5141,2718,1723,2457,4550,red
1785,1208,4766,4455,3928,5968,red
4593,5098,3729,9031,3931,6823,red
6391,4522,7662,1997,5013,5801,blue
4646,5809,2502,1982,5312,9428,red
167,2718,1706,1987,5141,5968,blue
5801,1208,5141,5442,6823,1997,red
5442,9031,4550,5098,1785,3928,blue
1208,4593,6823,6420,6391,4455,red
2502,3729,5801,5013,1723,4646,blue
3931,7747,9428,4766,1997,4522,blue
5312,7662,9126,1982,5809,2457,blue
6391,1706,5098,5141,4593,9031,red
2718,2502,1208,5013,167,6420,red
1997,3928,4646,4550,4455,9428,red
3931,5968,1982,3729,7747,1987,blue
4766,9126,6823,1723,1785,7662,red
2502,2457,5013,1785,9031,5968,blue
4522,5312,5809,5442,5801,2457,red
6420,9428,5141,2718,9031,3928,blue
7747,4455,2502,1706,3931,1208,blue
7662,1997,4593,4646,4550,167,blue
1987,5809,4766,6823,5098,5013,blue
5312,5968,5442,6391,1982,1785,blue
2457,9126,3729,5801,4522,1723,red
1706,7662,4646,4593,2718,4455,blue
6420,4766,7747,5141,6823,5809,red
167,3931,1785,4550,6391,5013,blue
3931,4455,5098,1982,2718,1723,blue
1723,5098,9031,3928,5801,5312,blue
5442,1982,1987,9428,3729,1208,blue
2457,5968,4522,9126,2502,1997,red
4522,3928,167,5809,4593,9126,red
1706,6823,4550,5312,5141,3729,red
5013,5809,4550,6420,1997,4766,red
1982,1706,4522,4646,7662,1987,red
5013,5809,4550,6391,1208,3931,red
1987,7662,4646,4550,5809,5013,red
1982,1706,4522,1785,2502,3928,red
5801,9126,4593,6420,1997,4766,red
2718,3729,9428,4550,5809,5013,blue
1987,7662,4646,6391,1208,3931,red
3928,2502,1785,6420,1997,4766,blue
2718,3729,9428,6391,1208,3931,blue
1982,1706,4522,4593,9126,5801,red
5013,5809,4550,4646,7662,1987,blue
5801,9126,4593,6391,1208,3931,blue
5528,3996,4955,4952,7605,3990,blue
5528,3996,3550,4952,7605,3990,blue
5528,3996,4955,4952,7605,3990,null
296,6869,3990,5910,9406,3985,red
8224,9624,7605,3533,3986,5618,blue
9623,3550,3360,4952,3985,5440,red
8152,4955,6869,6540,5443,9076,red
8067,3990,9406,4947,3996,3544,blue
2626,3533,3985,5439,5440,8132,blue
9076,5618,8224,5528,296,5910,blue
9624,9102,3996,8152,9623,7471,red
7605,4947,5439,3544,6540,3550,red
2626,7700,9234,3117,3360,9406,blue
6869,8067,4952,6872,3975,6929,blue
3117,3533,9076,6929,9623,4952,red
3532,5443,4955,6622,3986,3990,blue
3996,9234,9076,3544,8224,3360,blue
7471,4947,5910,5440,7700,3550,red
5443,5528,5439,6929,9624,5618,red
6540,6872,3990,2626,3986,9623,blue
8152,4952,6622,3985,9102,296,red
8132,7605,8067,6869,3117,3532,red
3975,9406,4947,4955,3533,5528,red
296,3550,7471,5618,3990,9234,blue
8132,9624,4952,6869,8224,5910,red
8132,7700,4955,5443,9234,7605,blue
9102,8152,6929,4955,2626,9406,blue
6872,9076,3532,6540,5440,3533,blue
3544,5439,3975,9623,7700,3117,red
3986,7605,3360,3985,6622,3996,red
9234,8067,3550,3533,9624,5443,red
5439,3117,8152,3990,4947,5440,blue
6540,3360,7700,6929,5528,6869,blue
9102,3544,5443,296,9623,8224,red
7471,9076,4952,3986,9406,3532,blue
6622,5910,8132,3996,8067,3975,blue
5528,3360,4947,9102,3550,6872,red
5618,6872,2626,4955,7605,3985,blue
5443,7471,6869,9102,5439,3360,blue
3986,5440,5910,8132,9406,6929,blue
3532,9623,7605,8224,9234,5528,red
3550,3996,5618,9076,2626,3975,red
7700,4952,3533,8152,3544,6872,blue
9624,3117,296,4947,4955,6540,red
6929,8067,6622,3990,3985,3550,blue
7605,4952,5618,9623,8132,9102,red
3533,5439,7471,5910,9076,4955,red
3544,2626,9624,7471,3532,3975,red
3985,6869,3544,9624,5528,6622,blue
9406,3996,8224,6872,3117,5443,red
2626,3532,5440,3986,296,4947,blue
9234,3975,6540,3360,8152,8067,blue
7700,9102,5528,3990,8132,3533,blue
7471,6929,3986,3996,6869,7605,blue
5910,8152,9234,6622,6540,2626,red
4955,3360,296,8067,9623,5439,blue
5440,5618,5443,4952,3990,3544,blue
9406,6872,7700,3550,3532,9624,red
8224,6622,5440,5439,6540,3996,blue
3975,8224,3117,9076,4947,3985,blue
5528,3996,9623,4952,4955,3986,red
3532,6622,3533,5618,5439,7700,blue
3990,6929,9076,4947,9234,6872,red
3550,5910,2626,8224,5443,8067,red
9406,3544,296,3360,3975,8132,blue
9624,3985,6540,3117,7471,9102,blue
6869,5440,9623,7605,8152,2626,blue
9234,8132,3986,3550,4952,5439,red
8067,6540,9102,6622,9076,9406,tie
5528,3986,8152,8067,5618,3117,tie
3117,4955,6929,5618,3544,5910,blue
9624,6869,6872,3533,296,3996,blue
3975,3990,5528,5440,7605,7471,red
3985,3532,8224,7700,5443,8152,blue
4947,5618,9623,3360,5910,9624,blue
5910,3975,9102,9234,6929,3532,blue
6872,296,8132,7700,7471,6622,blue
9624,5439,9406,3986,4947,3117,red
3990,7605,4952,4955,3996,5528,blue
9624,5439,9406,9234,6929,3544,red
3990,7605,4952,9406,5439,9624,red
3990,7605,4952,3975,9102,8067,red
3986,4947,3117,3360,5910,5618,blue
9624,5439,9406,8152,8132,2626,red
5528,3996,4955,9234,6929,3544,red
8067,9102,3975,3986,4947,3117,blue
2626,8132,8152,9234,6929,3544,blue
3990,7605,4952,3360,5910,5618,red
9624,5439,9406,4955,3996,5528,blue
3360,5910,5618,9234,6929,3544,blue
